Entity,Code,Year,Health expenditure (2010 int-$) (2010 int-$),Life expectancy at birth (years),Total population (Gapminder)
Latvia,LVA,1978,..,68.98780488,2491929
Latvia,LVA,1979,..,68.49560976,2502245
Latvia,LVA,1980,..,68.80853659,2513349
Latvia,LVA,1981,..,68.78634146,2524804
Latvia,LVA,1982,..,69.32829268,2536323
Latvia,LVA,1983,..,69.11902439,2548940
Latvia,LVA,1984,..,69.16292683,2563992
Latvia,LVA,1985,..,69.29146341,2582011
Latvia,LVA,1986,..,70.62243902,2604319
Latvia,LVA,1987,..,70.69292683,2629552
Latvia,LVA,1988,..,70.61536585,2652332
Latvia,LVA,1989,..,70.15536585,2665405
Latvia,LVA,1990,..,69.27317073,2663905
Latvia,LVA,1991,..,69.03243902,2645539
Latvia,LVA,1992,..,68.39609756,2612722
Latvia,LVA,1993,..,66.72268293,2571110
Latvia,LVA,1994,..,65.66439024,2528893
Latvia,LVA,1995,418.2962,66.39121951,2492095
Latvia,LVA,1996,473.0512,68.77658537,2462617
Latvia,LVA,1997,536.5739,69.34926829,2438994
Latvia,LVA,1998,570.6879,69.01219512,2419819
Latvia,LVA,1999,622.1972,69.74292683,2402452
Latvia,LVA,2000,626.0707,70.31463415,2384972
Latvia,LVA,2001,696.9402,70.76097561,2367302
Latvia,LVA,2002,756.3974,70.96097561,2350340
Latvia,LVA,2003,795.6183,71.26585366,2334225
Latvia,LVA,2004,929.6818,72.02682927,2319229
Latvia,LVA,2005,978.9398,71.35609756,2305528
Latvia,LVA,2006,1082.8852,70.86585366,2293080
Latvia,LVA,2007,1207.1463,71.0195122,2281693
Latvia,LVA,2008,1146.5548,72.4195122,2271198
Latvia,LVA,2009,1091.5743,73.0804878,2261380
Latvia,LVA,2010,1071.4247,73.48292683,2252060
Latvia,LVA,2011,1052.3074,73.57560976,2243142
Latvia,LVA,2012,1078.4919,73.77804878,2234572
Latvia,LVA,2013,1116.1671,73.9804878,2226260
Latvia,LVA,2014,1173.3727,,
Latvia,LVA,2015,1229.7855,,
Least developed countries: UN classification,,1960,,40.55356772,
Least developed countries: UN classification,,1961,,41.04125098,
Least developed countries: UN classification,,1962,,41.53435783,
Least developed countries: UN classification,,1963,,42.02935828,
Least developed countries: UN classification,,1964,,42.51780872,
Least developed countries: UN classification,,1965,,42.97684658,
Least developed countries: UN classification,,1966,,43.37973198,
Least developed countries: UN classification,,1967,,43.71177858,
Least developed countries: UN classification,,1968,,43.97033785,
Least developed countries: UN classification,,1969,,44.1645302,
Least developed countries: UN classification,,1970,,44.32258014,
Least developed countries: UN classification,,1971,,44.4841687,
Least developed countries: UN classification,,1972,,44.6874588,
Least developed countries: UN classification,,1973,,44.95968238,
Least developed countries: UN classification,,1974,,45.31416927,
Least developed countries: UN classification,,1975,,45.75712398,
Least developed countries: UN classification,,1976,,46.28119462,
Least developed countries: UN classification,,1977,,46.85396674,
Least developed countries: UN classification,,1978,,47.43795576,
Least developed countries: UN classification,,1979,,48.00357301,
Least developed countries: UN classification,,1980,,48.53140375,
Least developed countries: UN classification,,1981,,49.01786335,
Least developed countries: UN classification,,1982,,49.47415135,
Least developed countries: UN classification,,1983,,49.9078432,
Least developed countries: UN classification,,1984,,50.31761764,
Least developed countries: UN classification,,1985,,50.69458194,
Least developed countries: UN classification,,1986,,51.03012797,
Least developed countries: UN classification,,1987,,51.32243974,
Least developed countries: UN classification,,1988,,51.57626822,
Least developed countries: UN classification,,1989,,51.80301936,
Least developed countries: UN classification,,1990,,52.02154539,
Least developed countries: UN classification,,1991,,52.25352323,
Least developed countries: UN classification,,1992,,52.51289084,
Least developed countries: UN classification,,1993,,52.80204355,
Least developed countries: UN classification,,1994,,53.11495319,
Least developed countries: UN classification,,1995,,53.44722771,
Least developed countries: UN classification,,1996,,53.79797106,
Least developed countries: UN classification,,1997,,54.16561395,
Least developed countries: UN classification,,1998,,54.54907563,
Least developed countries: UN classification,,1999,,54.9479382,
Least developed countries: UN classification,,2000,,55.36363088,
Least developed countries: UN classification,,2001,,55.80015604,
Least developed countries: UN classification,,2002,,56.25951432,
Least developed countries: UN classification,,2003,,56.74019591,
Least developed countries: UN classification,,2004,,57.23763585,
Least developed countries: UN classification,,2005,,57.74562465,
Least developed countries: UN classification,,2006,,58.25787151,
Least developed countries: UN classification,,2007,,58.76597246,
Least developed countries: UN classification,,2008,,59.26242442,
Least developed countries: UN classification,,2009,,59.74118328,
Least developed countries: UN classification,,2010,,60.19574453,
Least developed countries: UN classification,,2011,,60.6220804,
Least developed countries: UN classification,,2012,,61.02125617,
Least developed countries: UN classification,,2013,,61.39595423,
Lebanon,LBN,1800,,,332000
Lebanon,LBN,1820,,,332000
Lebanon,LBN,1870,,,476000
Lebanon,LBN,1913,,,649000
Lebanon,LBN,1950,,,1442826
Lebanon,LBN,1951,,,1466906
Lebanon,LBN,1952,,,1499688
Lebanon,LBN,1953,,,1539212
Lebanon,LBN,1954,,,1583837
Lebanon,LBN,1955,,,1632254
Lebanon,LBN,1956,,,1683491
Lebanon,LBN,1957,,,1736903
Lebanon,LBN,1958,,,1792134
Lebanon,LBN,1959,,,1849055
Lebanon,LBN,1960,,63.28012195,1907573
Lebanon,LBN,1961,,63.58597561,1967434
Lebanon,LBN,1962,,63.88041463,2028043
Lebanon,LBN,1963,,64.16441463,2088392
Lebanon,LBN,1964,,64.44143902,2147273
Lebanon,LBN,1965,,64.715,2203902
Lebanon,LBN,1966,,64.98804878,2256917
Lebanon,LBN,1967,,65.26253659,2306528
Lebanon,LBN,1968,,65.53697561,2355380
Lebanon,LBN,1969,,65.81036585,2407221
Lebanon,LBN,1970,,66.07870732,2464286
Lebanon,LBN,1971,,66.33702439,2528423
Lebanon,LBN,1972,,66.57985366,2597588
Lebanon,LBN,1973,,66.80521951,2665458
Lebanon,LBN,1974,,67.01214634,2723330
Lebanon,LBN,1975,,67.19965854,2765289
Lebanon,LBN,1976,,67.36773171,2788641
Lebanon,LBN,1977,,67.52139024,2796136
Lebanon,LBN,1978,,67.66709756,2794001
Lebanon,LBN,1979,,67.81036585,2791308
Lebanon,LBN,1980,,67.95665854,2794638
Lebanon,LBN,1981,,68.11343902,2807342
Lebanon,LBN,1982,,68.28270732,2827767
Lebanon,LBN,1983,,68.46843902,2851609
Lebanon,LBN,1984,,68.67368293,2872204
Lebanon,LBN,1985,,68.89797561,2885481
Lebanon,LBN,1986,,69.13790244,2888455
Lebanon,LBN,1987,,69.3905122,2884778
Lebanon,LBN,1988,,69.65329268,2884840
Lebanon,LBN,1989,,69.92919512,2902893
Lebanon,LBN,1990,,70.22114634,2948372
Lebanon,LBN,1991,,70.53604878,3026061
Lebanon,LBN,1992,,70.87678049,3130785
Lebanon,LBN,1993,,71.24621951,3249799
Lebanon,LBN,1994,,71.64387805,3364891
Lebanon,LBN,1995,,72.06621951,3462974
Lebanon,LBN,1996,,72.50929268,3539137
Lebanon,LBN,1997,,72.96614634,3597350
Lebanon,LBN,1998,,73.43236585,3644171
Lebanon,LBN,1999,,73.90595122,3690033
Lebanon,LBN,2000,,74.39082927,3742329
Lebanon,LBN,2001,,74.89492683,3802903
Lebanon,LBN,2002,,75.4212439,3868504
Lebanon,LBN,2003,,75.96626829,3935421
Lebanon,LBN,2004,,76.52165854,3998042
Lebanon,LBN,2005,,77.07158537,4052420
Lebanon,LBN,2006,,77.59673171,4097457
Lebanon,LBN,2007,,78.08331707,4134872
Lebanon,LBN,2008,,78.52241463,4166915
Lebanon,LBN,2009,,78.91007317,4196990
Lebanon,LBN,2010,,79.25278049,4227597
Lebanon,LBN,2011,,79.55892683,4259405
Lebanon,LBN,2012,,79.84636585,4291719
Lebanon,LBN,2013,,80.12887805,4324060
Lesotho,LSO,1800,,,276361
Lesotho,LSO,1820,,,276361
Lesotho,LSO,1950,,,733942
Lesotho,LSO,1951,,,744344
Lesotho,LSO,1952,,,754883
Lesotho,LSO,1953,,,765602
Lesotho,LSO,1954,,,776556
Lesotho,LSO,1955,,,787810
Lesotho,LSO,1956,,,799442
Lesotho,LSO,1957,,,811540
Lesotho,LSO,1958,,,824201
Lesotho,LSO,1959,,,837523
Lesotho,LSO,1960,,46.51070732,851594
Lesotho,LSO,1961,,46.99473171,866469
Lesotho,LSO,1962,,47.4022439,882163
Lesotho,LSO,1963,,47.7262439,898637
Lesotho,LSO,1964,,47.9712439,915820
Lesotho,LSO,1965,,48.1502439,933664
Lesotho,LSO,1966,,48.2827561,952235
Lesotho,LSO,1967,,48.39982927,971576
Lesotho,LSO,1968,,48.53092683,991576
Lesotho,LSO,1969,,48.69456098,1012087
Lesotho,LSO,1970,,48.90821951,1033044
Lesotho,LSO,1971,,49.17987805,1054333
Lesotho,LSO,1972,,49.50402439,1076100
Lesotho,LSO,1973,,49.87514634,1098849
Lesotho,LSO,1974,,50.29370732,1123261
Lesotho,LSO,1975,,50.76221951,1149797
Lesotho,LSO,1976,,51.28314634,1178551
Lesotho,LSO,1977,,51.8474878,1209290
Lesotho,LSO,1978,,52.44378049,1241725
Lesotho,LSO,1979,,53.05753659,1275421
Lesotho,LSO,1980,,53.66831707,1309981
Lesotho,LSO,1981,,54.25419512,1345398
Lesotho,LSO,1982,,54.80468293,1381537
Lesotho,LSO,1983,,55.31380488,1417720
Lesotho,LSO,1984,,55.782,1453098
Lesotho,LSO,1985,,56.25263415,1487079
Lesotho,LSO,1986,,56.78856098,1519369
Lesotho,LSO,1987,,57.40765854,1550144
Lesotho,LSO,1988,,58.08695122,1579900
Lesotho,LSO,1989,,58.76753659,1609386
Lesotho,LSO,1990,,59.33109756,1639177
Lesotho,LSO,1991,,59.63639024,1669190
Lesotho,LSO,1992,,59.57765854,1699284
Lesotho,LSO,1993,,59.09509756,1729896
Lesotho,LSO,1994,,58.18029268,1761558
Lesotho,LSO,1995,,56.83787805,1794531
Lesotho,LSO,1996,,55.10692683,1829222
Lesotho,LSO,1997,,53.1267561,1865218
Lesotho,LSO,1998,,51.05507317,1900962
Lesotho,LSO,1999,,49.02260976,1934337
Lesotho,LSO,2000,,47.18297561,1963878
Lesotho,LSO,2001,,45.67168293,1988983
Lesotho,LSO,2002,,44.5434878,2010261
Lesotho,LSO,2003,,43.8247561,2028976
Lesotho,LSO,2004,,43.53346341,2047006
Lesotho,LSO,2005,,43.65773171,2065752
Lesotho,LSO,2006,,44.14834146,2085561
Lesotho,LSO,2007,,44.88221951,2106128
Lesotho,LSO,2008,,45.7392439,2127412
Lesotho,LSO,2009,,46.63458537,2149201
Lesotho,LSO,2010,,47.48341463,2171318
Lesotho,LSO,2011,,48.2197561,2193843
Lesotho,LSO,2012,,48.836,2216850
Lesotho,LSO,2013,,49.33146341,2240126
Liberia,LBR,1800,,,313543
Liberia,LBR,1820,,,313543
Liberia,LBR,1950,,,911140
Liberia,LBR,1951,,,925211
Liberia,LBR,1952,,,940884
Liberia,LBR,1953,,,958098
Liberia,LBR,1954,,,976786
Liberia,LBR,1955,,,996880
Liberia,LBR,1956,,,1018303
Liberia,LBR,1957,,,1040978
Liberia,LBR,1958,,,1064823
Liberia,LBR,1959,,,1089763
Liberia,LBR,1960,,34.78317073,1115736
Liberia,LBR,1961,,35.04626829,1142713
Liberia,LBR,1962,,35.35412195,1170708
Liberia,LBR,1963,,35.71521951,1199785
Liberia,LBR,1964,,36.13,1230038
Liberia,LBR,1965,,36.59336585,1261555
Liberia,LBR,1966,,37.09619512,1294368
Liberia,LBR,1967,,37.62387805,1328506
Liberia,LBR,1968,,38.16829268,1364046
Liberia,LBR,1969,,38.72490244,1401077
Liberia,LBR,1970,,39.30214634,1439677
Liberia,LBR,1971,,39.91353659,1479831
Liberia,LBR,1972,,40.56614634,1521565
Liberia,LBR,1973,,41.26009756,1565044
Liberia,LBR,1974,,41.98439024,1610474
Liberia,LBR,1975,,42.72565854,1657971
Liberia,LBR,1976,,43.46792683,1706539
Liberia,LBR,1977,,44.19026829,1755815
Liberia,LBR,1978,,44.86865854,1807164
Liberia,LBR,1979,,45.48660976,1862497
Liberia,LBR,1980,,46.02207317,1922536
Liberia,LBR,1981,,46.45892683,1988931
Liberia,LBR,1982,,46.80007317,2059483
Liberia,LBR,1983,,47.05302439,2126455
Liberia,LBR,1984,,47.22678049,2179471
Liberia,LBR,1985,,47.31982927,2211509
Liberia,LBR,1986,,47.33117073,2221350
Liberia,LBR,1987,,47.28290244,2212690
Liberia,LBR,1988,,47.2117561,2189831
Liberia,LBR,1989,,47.15943902,2159264
Liberia,LBR,1990,,47.20243902,2127098
Liberia,LBR,1991,,47.42273171,2091355
Liberia,LBR,1992,,47.8514878,2054179
Liberia,LBR,1993,,48.48365854,2030591
Liberia,LBR,1994,,49.28695122,2039922
Liberia,LBR,1995,,50.16282927,2094591
Liberia,LBR,1996,,50.9795122,2203809
Liberia,LBR,1997,,51.63331707,2360511
Liberia,LBR,1998,,52.0707561,2540835
Liberia,LBR,1999,,52.30117073,2710963
Liberia,LBR,2000,,52.40912195,2847290
Liberia,LBR,2001,,52.53346341,2939296
Liberia,LBR,2002,,52.81080488,2996082
Liberia,LBR,2003,,53.32865854,3037412
Liberia,LBR,2004,,54.0962439,3092721
Liberia,LBR,2005,,55.06617073,3182539
Liberia,LBR,2006,,56.14039024,3313718
Liberia,LBR,2007,,57.18821951,3477197
Liberia,LBR,2008,,58.1074878,3658460
Liberia,LBR,2009,,58.85919512,3835929
Liberia,LBR,2010,,59.43431707,3994122
Liberia,LBR,2011,,59.85987805,4128572
Liberia,LBR,2012,,60.20639024,4244684
Liberia,LBR,2013,,60.53187805,4348740
Libya,LBY,1700,,,500000
Libya,LBY,1800,,,531472
Libya,LBY,1820,,,538000
Libya,LBY,1950,,,1029010
Libya,LBY,1951,,,1035282
Libya,LBY,1952,,,1048211
Libya,LBY,1953,,,1067811
Libya,LBY,1954,,,1093883
Libya,LBY,1955,,,1126017
Libya,LBY,1956,,,1163569
Libya,LBY,1957,,,1205683
Libya,LBY,1958,,,1251337
Libya,LBY,1959,,,1299425
Libya,LBY,1960,,42.64119512,1349004
Libya,LBY,1961,,44.24668293,1399552
Libya,LBY,1962,,45.87119512,1451196
Libya,LBY,1963,,47.45621951,1504811
Libya,LBY,1964,,48.95770732,1561744
Libya,LBY,1965,,50.34953659,1622996
Libya,LBY,1966,,51.62953659,1688870
Libya,LBY,1967,,52.83114634,1759132
Libya,LBY,1968,,53.97736585,1833611
Libya,LBY,1969,,55.07229268,1911968
Libya,LBY,1970,,56.11858537,1994000
Libya,LBY,1971,,57.11797561,2079897
Libya,LBY,1972,,58.07319512,2169965
Libya,LBY,1973,,58.98541463,2264278
Libya,LBY,1974,,59.85765854,2362900
Libya,LBY,1975,,60.69141463,2466000
Libya,LBY,1976,,61.48860976,2572300
Libya,LBY,1977,,62.24802439,2681887
Libya,LBY,1978,,62.9685122,2797780
Libya,LBY,1979,,63.64946341,2924086
Libya,LBY,1980,,64.28687805,3063000
Libya,LBY,1981,,64.87421951,3216430
Libya,LBY,1982,,65.41056098,3381390
Libya,LBY,1983,,65.89841463,3549220
Libya,LBY,1984,,66.34278049,3708142
Libya,LBY,1985,,66.75114634,3849801
Libya,LBY,1986,,67.1325122,3970886
Libya,LBY,1987,,67.49736585,4074021
Libya,LBY,1988,,67.85370732,4164147
Libya,LBY,1989,,68.20902439,4249018
Libya,LBY,1990,,68.56485366,4334459
Libya,LBY,1991,,68.92117073,4421885
Libya,LBY,1992,,69.273,4509970
Libya,LBY,1993,,69.61782927,4598629
Libya,LBY,1994,,69.95663415,4687106
Libya,LBY,1995,,70.29190244,4775009
Libya,LBY,1996,,70.62560976,4862665
Libya,LBY,1997,,70.95970732,4951076
Libya,LBY,1998,,71.29419512,5041233
Libya,LBY,1999,,71.63002439,5134324
Libya,LBY,2000,,71.96621951,5231189
Libya,LBY,2001,,72.30119512,5331311
Libya,LBY,2002,,72.634,5434293
Libya,LBY,2003,,72.95965854,5541062
Libya,LBY,2004,,73.27473171,5652797
Libya,LBY,2005,,73.57629268,5769709
Libya,LBY,2006,,73.85841463,5893738
Libya,LBY,2007,,74.12065854,6023053
Libya,LBY,2008,,74.36307317,6149620
Libya,LBY,2009,,74.58568293,6262667
Libya,LBY,2010,,74.7924878,6355112
Libya,LBY,2011,,74.98746341,6422772
Libya,LBY,2012,,75.17604878,6469497
Libya,LBY,2013,,75.36168293,6506095
Liechtenstein,LIE,1800,,,5802
Liechtenstein,LIE,1820,,,5802
Liechtenstein,LIE,1950,,,13757
Liechtenstein,LIE,1951,,,13944
Liechtenstein,LIE,1952,,,14133
Liechtenstein,LIE,1953,,,14340
Liechtenstein,LIE,1954,,,14571
Liechtenstein,LIE,1955,,,14833
Liechtenstein,LIE,1956,,,15127
Liechtenstein,LIE,1957,,,15452
Liechtenstein,LIE,1958,,,15804
Liechtenstein,LIE,1959,,,16176
Liechtenstein,LIE,1960,,,16561
Liechtenstein,LIE,1961,,,16956
Liechtenstein,LIE,1962,,,17362
Liechtenstein,LIE,1963,,,17785
Liechtenstein,LIE,1964,,,18235
Liechtenstein,LIE,1965,,,18717
Liechtenstein,LIE,1966,,,19236
Liechtenstein,LIE,1967,,,19782
Liechtenstein,LIE,1968,,,20335
Liechtenstein,LIE,1969,,,20867
Liechtenstein,LIE,1970,,,21358
Liechtenstein,LIE,1971,,,21799
Liechtenstein,LIE,1972,,,22196
Liechtenstein,LIE,1973,,,22563
Liechtenstein,LIE,1974,,,22922
Liechtenstein,LIE,1975,,,23288
Liechtenstein,LIE,1976,,,23665
Liechtenstein,LIE,1977,,,24048
Liechtenstein,LIE,1978,,,24436
Liechtenstein,LIE,1979,,,24825
Liechtenstein,LIE,1980,,,25213
Liechtenstein,LIE,1981,,,25600
Liechtenstein,LIE,1982,,,25990
Liechtenstein,LIE,1983,,,26377
Liechtenstein,LIE,1984,,,26761
Liechtenstein,LIE,1985,,,27140
Liechtenstein,LIE,1986,,,27511
Liechtenstein,LIE,1987,,,27878
Liechtenstein,LIE,1988,,,28243
Liechtenstein,LIE,1989,,,28611
Liechtenstein,LIE,1990,,,28986
Liechtenstein,LIE,1991,,,29370
Liechtenstein,LIE,1992,,,29760
Liechtenstein,LIE,1993,,,30154
Liechtenstein,LIE,1994,,78.42195122,30549
Liechtenstein,LIE,1995,,77.3902439,30941
Liechtenstein,LIE,1996,,76.83658537,31328
Liechtenstein,LIE,1997,,76.04634146,31710
Liechtenstein,LIE,1998,,77.74634146,32090
Liechtenstein,LIE,1999,,79.1097561,32470
Liechtenstein,LIE,2000,,76.82682927,32853
Liechtenstein,LIE,2001,,79.27560976,33239
Liechtenstein,LIE,2002,,79.63658537,33626
Liechtenstein,LIE,2003,,79.96097561,34006
Liechtenstein,LIE,2004,,81.77073171,34365
Liechtenstein,LIE,2005,,80.66829268,34696
Liechtenstein,LIE,2006,,80.94878049,34995
Liechtenstein,LIE,2007,,81.29512195,35266
Liechtenstein,LIE,2008,,82.68292683,35521
Liechtenstein,LIE,2009,,81.5,35772
Liechtenstein,LIE,2010,,81.84146341,36032
Liechtenstein,LIE,2011,,81.79268293,36304
Liechtenstein,LIE,2012,,82.38292683,36584
Liechtenstein,LIE,2013,,82.38292683,36871
Lithuania,LTU,1800,,,778655
Lithuania,LTU,1820,,,778655
Lithuania,LTU,1950,,,2567402
Lithuania,LTU,1951,,,2569619
Lithuania,LTU,1952,,,2578052
Lithuania,LTU,1953,,,2591358
Lithuania,LTU,1954,,,2608493
Lithuania,LTU,1955,,,2628706
Lithuania,LTU,1956,,,2651564
Lithuania,LTU,1957,,,2676930
Lithuania,LTU,1958,,,2704918
Lithuania,LTU,1959,,,2735814
Lithuania,LTU,1960,,69.84731707,2769849
Lithuania,LTU,1961,,70.10268293,2806938
Lithuania,LTU,1962,,69.09536585,2846474
Lithuania,LTU,1963,,70.20439024,2887227
Lithuania,LTU,1964,,71.50902439,2927610
Lithuania,LTU,1965,,71.32512195,2966462
Lithuania,LTU,1966,,71.5202439,3003168
Lithuania,LTU,1967,,71.60390244,3037887
Lithuania,LTU,1968,,71.31365854,3071192
Lithuania,LTU,1969,,70.92853659,3104044
Lithuania,LTU,1970,,70.80439024,3137113
Lithuania,LTU,1971,,71.73536585,3170575
Lithuania,LTU,1972,,71.02463415,3204064
Lithuania,LTU,1973,,71.33219512,3237070
Lithuania,LTU,1974,,71.24414634,3268867
Lithuania,LTU,1975,,70.86731707,3298964
Lithuania,LTU,1976,,70.95804878,3327193
Lithuania,LTU,1977,,70.8095122,3353830
Lithuania,LTU,1978,,70.60463415,3379395
Lithuania,LTU,1979,,70.48219512,3404630
Lithuania,LTU,1980,,70.48219512,3430089
Lithuania,LTU,1981,,70.46073171,3455403
Lithuania,LTU,1982,,70.83682927,3480356
Lithuania,LTU,1983,,70.77780488,3505769
Lithuania,LTU,1984,,70.32,3532724
Lithuania,LTU,1985,,70.50121951,3561668
Lithuania,LTU,1986,,72.08073171,3593334
Lithuania,LTU,1987,,71.93463415,3626602
Lithuania,LTU,1988,,71.76219512,3657818
Lithuania,LTU,1989,,71.42536585,3682059
Lithuania,LTU,1990,,71.16073171,3695890
Lithuania,LTU,1991,,70.36414634,3698095
Lithuania,LTU,1992,,70.23439024,3689943
Lithuania,LTU,1993,,68.9104878,3673606
Lithuania,LTU,1994,,68.5302439,3652438
Lithuania,LTU,1995,,69.00634146,3629104
Lithuania,LTU,1996,,70.10804878,3604044
Lithuania,LTU,1997,,70.90902439,3577128
Lithuania,LTU,1998,,71.2195122,3549816
Lithuania,LTU,1999,,71.57073171,3523732
Lithuania,LTU,2000,,72.0195122,3500028
Lithuania,LTU,2001,,71.65853659,3479622
Lithuania,LTU,2002,,71.76097561,3462402
Lithuania,LTU,2003,,72.06097561,3447170
Lithuania,LTU,2004,,71.96097561,3432060
Lithuania,LTU,2005,,71.25365854,3415748
Lithuania,LTU,2006,,71.05609756,3397895
Lithuania,LTU,2007,,70.9,3379043
Lithuania,LTU,2008,,71.81219512,3359799
Lithuania,LTU,2009,,72.91463415,3341097
Lithuania,LTU,2010,,73.26829268,3323611
Lithuania,LTU,2011,,73.56341463,3307481
Lithuania,LTU,2012,,73.86341463,3292454
Lithuania,LTU,2013,,74.16341463,3278337
Low & middle income,,1960,,45.85846821,
Low & middle income,,1961,,46.41051789,
Low & middle income,,1962,,47.12580517,
Low & middle income,,1963,,48.03494521,
Low & middle income,,1964,,49.12900242,
Low & middle income,,1965,,50.34638729,
Low & middle income,,1966,,51.60896193,
Low & middle income,,1967,,52.81779698,
Low & middle income,,1968,,53.90657813,
Low & middle income,,1969,,54.83283158,
Low & middle income,,1970,,55.59777204,
Low & middle income,,1971,,56.21558764,
Low & middle income,,1972,,56.74092886,
Low & middle income,,1973,,57.23307412,
Low & middle income,,1974,,57.70193082,
Low & middle income,,1975,,58.15530868,
Low & middle income,,1976,,58.59912007,
Low & middle income,,1977,,59.01829398,
Low & middle income,,1978,,59.41213417,
Low & middle income,,1979,,59.78057132,
Low & middle income,,1980,,60.13682543,
Low & middle income,,1981,,60.47502254,
Low & middle income,,1982,,60.80232859,
Low & middle income,,1983,,61.12745538,
Low & middle income,,1984,,61.44452724,
Low & middle income,,1985,,61.75432377,
Low & middle income,,1986,,62.05823213,
Low & middle income,,1987,,62.352178,
Low & middle income,,1988,,62.62188983,
Low & middle income,,1989,,62.87614461,
Low & middle income,,1990,,63.111181,
Low & middle income,,1991,,63.32724514,
Low & middle income,,1992,,63.51967601,
Low & middle income,,1993,,63.70521946,
Low & middle income,,1994,,63.89443624,
Low & middle income,,1995,,64.09409941,
Low & middle income,,1996,,64.31683319,
Low & middle income,,1997,,64.5849319,
Low & middle income,,1998,,64.85771062,
Low & middle income,,1999,,65.15709473,
Low & middle income,,2000,,65.47494619,
Low & middle income,,2001,,65.79124363,
Low & middle income,,2002,,66.09991005,
Low & middle income,,2003,,66.40455075,
Low & middle income,,2004,,66.69877055,
Low & middle income,,2005,,66.97588704,
Low & middle income,,2006,,67.24629863,
Low & middle income,,2007,,67.50766069,
Low & middle income,,2008,,67.76012595,
Low & middle income,,2009,,68.01845637,
Low & middle income,,2010,,68.26219599,
Low & middle income,,2011,,68.49788054,
Low & middle income,,2012,,68.71726747,
Low & middle income,,2013,,68.92775157,
Low income,,1960,,39.35287611,
Low income,,1961,,39.75935435,
Low income,,1962,,40.16201977,
Low income,,1963,,40.56914622,
Low income,,1964,,40.98594697,
Low income,,1965,,41.41596724,
Low income,,1966,,41.85880203,
Low income,,1967,,42.30578871,
Low income,,1968,,42.74733173,
Low income,,1969,,43.17515913,
Low income,,1970,,43.5732088,
Low income,,1971,,43.92507723,
Low income,,1972,,44.22760216,
Low income,,1973,,44.48685331,
Low income,,1974,,44.7179881,
Low income,,1975,,44.95351995,
Low income,,1976,,45.23013743,
Low income,,1977,,45.56681087,
Low income,,1978,,45.96260431,
Low income,,1979,,46.40133274,
Low income,,1980,,46.86498973,
Low income,,1981,,47.33857259,
Low income,,1982,,47.8032584,
Low income,,1983,,48.24092637,
Low income,,1984,,48.63773387,
Low income,,1985,,48.97540747,
Low income,,1986,,49.24204745,
Low income,,1987,,49.44181411,
Low income,,1988,,49.58505585,
Low income,,1989,,49.68669759,
Low income,,1990,,49.76776377,
Low income,,1991,,49.85163185,
Low income,,1992,,49.95478918,
Low income,,1993,,50.0808041,
Low income,,1994,,50.22363829,
Low income,,1995,,50.38663538,
Low income,,1996,,50.58298,
Low income,,1997,,50.82505223,
Low income,,1998,,51.12165488,
Low income,,1999,,51.47683534,
Low income,,2000,,51.89018396,
Low income,,2001,,52.35955624,
Low income,,2002,,52.87586467,
Low income,,2003,,53.42921937,
Low income,,2004,,54.01091802,
Low income,,2005,,54.61375164,
Low income,,2006,,55.23325058,
Low income,,2007,,55.86123564,
Low income,,2008,,56.48765402,
Low income,,2009,,57.10067484,
Low income,,2010,,57.68671436,
Low income,,2011,,58.23376937,
Low income,,2012,,58.73893973,
Low income,,2013,,59.20140204,
Lower middle income,,1960,,45.50204398,
Lower middle income,,1961,,46.16765364,
Lower middle income,,1962,,46.83045114,
Lower middle income,,1963,,47.48760917,
Lower middle income,,1964,,48.13806118,
Lower middle income,,1965,,48.76621941,
Lower middle income,,1966,,49.35828358,
Lower middle income,,1967,,49.90645094,
Lower middle income,,1968,,50.4119116,
Lower middle income,,1969,,50.88232048,
Lower middle income,,1970,,51.33756026,
Lower middle income,,1971,,51.80892145,
Lower middle income,,1972,,52.31807531,
Lower middle income,,1973,,52.871303,
Lower middle income,,1974,,53.46565536,
Lower middle income,,1975,,54.08691245,
Lower middle income,,1976,,54.71107093,
Lower middle income,,1977,,55.31018308,
Lower middle income,,1978,,55.86384836,
Lower middle income,,1979,,56.36416375,
Lower middle income,,1980,,56.80989141,
Lower middle income,,1981,,57.214645,
Lower middle income,,1982,,57.58122159,
Lower middle income,,1983,,57.93115795,
Lower middle income,,1984,,58.27065527,
Lower middle income,,1985,,58.60097765,
Lower middle income,,1986,,58.92078556,
Lower middle income,,1987,,59.24199075,
Lower middle income,,1988,,59.52887081,
Lower middle income,,1989,,59.81024498,
Lower middle income,,1990,,60.07443907,
Lower middle income,,1991,,60.30461889,
Lower middle income,,1992,,60.5716289,
Lower middle income,,1993,,60.81905797,
Lower middle income,,1994,,61.0692934,
Lower middle income,,1995,,61.32680693,
Lower middle income,,1996,,61.60530145,
Lower middle income,,1997,,61.90381701,
Lower middle income,,1998,,62.21157484,
Lower middle income,,1999,,62.50982988,
Lower middle income,,2000,,62.80537717,
Lower middle income,,2001,,63.11952718,
Lower middle income,,2002,,63.43052198,
Lower middle income,,2003,,63.7487218,
Lower middle income,,2004,,64.06997309,
Lower middle income,,2005,,64.38556711,
Lower middle income,,2006,,64.70145056,
Lower middle income,,2007,,65.00800457,
Lower middle income,,2008,,65.30038299,
Lower middle income,,2009,,65.59354822,
